cas,chemical_name,canonical_smiles,log_kow,water_solubility_mg_l,mw_g_mol,test,aster,irac_moa,efsa_selection_criteria,kramer_moa,test_moa_reduced,aster_moa_reduced,kramer_moa_reduced,efsa_moa_reduced,irac_moa_reduced
95772,"3,4-Dichlorophenol",OC1=CC=C(Cl)C(Cl)=C1,3.33,9260,163,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
95761,"3,4-Dichloroaniline",NC1=CC(Cl)=C(Cl)C=C1,2.69,92,162.02000000000001,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
957517,Diphenamid,CN(C)C(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,2.86,260,239.32,Narcosis,Nonpolar narcosis,NA,NA,Lipid metabolism,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
95750,"3,4-Dichlorotoluene",CC1=CC(Cl)=C(Cl)C=C1,3.95,26,161.03,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
95749,3-Chloro-4-methylaniline,CC1=C(Cl)C=C(N)C=C1,2.27,954,141.6,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
95738,"2,4-Dichlorotoluene",CC1=CC=C(Cl)C=C1Cl,4.24,16.2,161.03,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
95737681,Pyriproxyfen,CC(COC1=CC=C(OC2=CC=CC=C2)C=C1)OC1=NC=CC=C1,5.55,0.16900000000000001,321.38,Narcosis,Nonpolar narcosis,NA,NA,Growth and development inhibition (insects),Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
95705,"2-Methyl-1,4-benzenediamine",CC1=C(N)C=CC(N)=C1,0.16,100000,122.17,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
95681,"2,4-Dimethylaniline",CC1=CC(C)=C(N)C=C1,1.68,3650,121.18,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
95658,"3,4-Dimethylphenol",CC1=C(C)C=C(O)C=C1,2.23,4760,122.17,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
956489,"2,6-Dichloroindophenol",OC1=CC=C(C=C1)N=C1C=C(Cl)C(=O)C(Cl)=C1,2.82,280,268.10000000000002,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
95647,"3,4-Dimethylaniline",CC1=CC=C(N)C=C1C,1.84,3800,121.18,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
95636,"1,2,4-Trimethylbenzene",CC1=CC(C)=C(C)C=C1,3.63,57,120.2,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
95617097,Fenoxaprop,CC(OC1=CC=C(OC2=NC3=C(O2)C=C(Cl)C=C3)C=C1)C(O)=O,4.17,270,333.73,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
955839,"2,5-Diphenylfuran",O1C(=CC=C1C1=CC=CC=C1)C1=CC=CC=C1,4.8899999999999997,2.2799999999999998,220.27,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
95578,2-Chlorophenol,OC1=CC=CC=C1Cl,2.15,28500,128.56,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
95567,2-Bromophenol,OC1=C(Br)C=CC=C1,2.35,2230,173.01,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
95556,2-Aminophenol,NC1=C(O)C=CC=C1,0.62,20000,109.13,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
95545,"1,2-Phenylenediamine",NC1=C(N)C=CC=C1,0.15,40400,108.14,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
95534,2-Methylaniline,CC1=C(N)C=CC=C1,1.32,16600,107.16,Narcosis,Nonpolar narcosis,NA,NA,"Cancerogen, Nucleic acid damage",Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
95523,2-Fluorotoluene,CC1=C(F)C=CC=C1,2.74,496,110.13,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
95512,2-Chloroaniline,NC1=C(Cl)C=CC=C1,1.9,8160,127.57,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
95501,"1,2-Dichlorobenzene",ClC1=C(Cl)C=CC=C1,3.43,80,147,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
95498,2-Chlorotoluene,CC1=C(Cl)C=CC=C1,3.42,374,126.59,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
95487,o-Cresol,CC1=C(O)C=CC=C1,1.95,25900,108.14,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
95476,o-Xylene,CC1=C(C)C=CC=C1,3.16,106,106.17,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
95465999,Cadusafos,CCOP(=O)(SC(C)CC)SC(C)CC,3.9,245,270.39,AChE inhibition,Nonpolar narcosis,organophosphates,NA,Neuromuscular system,AChE inhibition,Non-neurotoxic,Non-neurotoxic,NA,organophosphates
95330,N-Cyclohexyl-2-benzothiazolesulfenamide,C1CCC(CC1)NSC1=NC2=C(S1)C=CC=C2,3.47,21.4,264.41000000000003,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
95329,"2-(Morpholin-4-yldithio)-1,3-benzothiazole",C1CN(CCO1)SSC1=NC2=C(S1)C=CC=C2,1.59,658,284.41000000000003,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
95318,N-tert-Butyl-2-benzothiazolesulfenamide,CC(C)(C)NSC1=NC2=C(S1)C=CC=C2,4.67,0.3,238.37,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
953173,Methyl trithion,COP(=S)(OC)SCSC1=CC=C(Cl)C=C1,4.82,1.6,314.8,AChE inhibition,OP mediated AChE inhibition,NA,NA,NA,AChE inhibition,OP mediated AChE inhibition,NA,NA,NA
95266403,Trinexapac-ethyl,CCOC(=O)C1CC(=O)C(=C(O)C2CC2)C(=O)C1,1.6,2.8,252.27,Out of domain,Ester narcosis,NA,NA,Endocrine,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
95169,Benzothiazole,S1C=NC2=CC=CC=C12,2.0099999999999998,4300,135.18,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
95158,Benzothiophene,S1C=CC2=C1C=CC=C2,3.12,130,134.19999999999999,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
951428,"Bicyclo[2.2.1]heptane-2-carbonitrile, 5-chloro-6-[[[(methylamino)carbonyl]oxy]imino]-, (1R,2S,4S,5S)-rel-",CNC(=O)ON=C1[C@@H](Cl)[C@@H]2C[C@H](C#N)[C@H]1C2,1.0900000000000001,2000,241.68,AChE inhibition,Neurotoxicant: Cyclodiene-type,NA,NA,NA,AChE inhibition,Neurotoxicant: Cyclodiene-type,NA,NA,NA
95089,Triethylene glycol bis(2-ethylbutyrate),CCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CC,3.64,200,346.47,Narcosis,Diester toxicity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
950782862,Indaziflam,CC(F)C1=NC(N)=NC(N[C@@H]2[C@@H](C)CC3=C2C=C(C)C=C3)=N1,4.3600000000000003,2.29,301.37,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
95067,Sulfallate,CCN(CC)C(=S)SCC(Cl)=C,3.15,92,223.78,Narcosis,Nonpolar narcosis,NA,NA,Lipid metabolism,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
950378,Methidathion,COC1=NN(CSP(=S)(OC)OC)C(=O)S1,2.2000000000000002,187,302.32,AChE inhibition,OP mediated AChE inhibition,organophosphates,NA,Neuromuscular system,AChE inhibition,OP mediated AChE inhibition,Non-neurotoxic,NA,organophosphates
950356,Methylparaoxon,COP(=O)(OC)OC1=CC=C(C=C1)[N+]([O-])=O,1.33,731,247.15,AChE inhibition,OP mediated AChE inhibition,NA,NA,Neuromuscular system,AChE inhibition,OP mediated AChE inhibition,Non-neurotoxic,NA,NA
95012,"2,4-Dihydroxybenzaldehyde",OC1=CC(O)=C(C=O)C=C1,1.53,16100,138.12,Uncoupler,Carbonyl reactivity (aldehyde eq. #1),NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
94962,"2-Ethyl-1,3-hexanediol",CCCC(O)C(CC)CO,1.6,42000,146.22999999999999,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
94826,"2,4-DB",OC(=O)CCCOC1=CC=C(Cl)C=C1Cl,3.53,46,249.1,Narcosis,Nonpolar narcosis,NA,NA,Synthetic Auxin,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
94815,MCPB,CC1=C(OCCCC(O)=O)C=CC(Cl)=C1,3.5,48,228.68,Narcosis,Nonpolar narcosis,NA,NA,Synthetic Auxin,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
94804,"2,4-D 1-butyl ester",CCCCOC(=O)COC1=C(Cl)C=C(Cl)C=C1,4.38,46,277.14999999999998,Narcosis,Ester narcosis,NA,NA,Endocrine,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
94757,"2,4-Dichlorophenoxyacetic acid",OC(=O)COC1=C(Cl)C=C(Cl)C=C1,2.81,682,221.04,Narcosis,Nonpolar narcosis,NA,NA,Synthetic Auxin,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
94746,MCPA,CC1=C(OCC(O)=O)C=CC(Cl)=C1,3.25,630,200.62,Narcosis,Nonpolar narcosis,NA,NA,Synthetic Auxin,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
947046,Azacyclotridecan-2-one,O=C1CCCCCCCCCCCN1,2.92,290,197.32,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
94677,Salicylaldehyde oxime,ON=CC1=C(O)C=CC=C1,1.39,21500,137.13999999999999,Narcosis,Oxime base reactivity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
94622,Piperine,O=C(\C=C\C=C\C1=CC=C2OCOC2=C1)N1CCCCC1,3.69,40,285.35000000000002,Narcosis,Nonpolar narcosis,NA,NA,Neuroactive,Non-neurotoxic,Non-neurotoxic,Neuroactive,NA,NA
945517,Phenyl sulfoxide,O=S(C1=CC=CC=C1)C1=CC=CC=C1,2.06,742,202.27,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
94520,6-Nitrobenzimidazole,[O-][N+](=O)C1=CC2=C(NC=N2)C=C1,1.5,1410,163.13999999999999,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
944229,Fonofos,CCOP(=S)(CC)SC1=CC=CC=C1,3.94,15.7,246.32,AChE inhibition,OP mediated AChE inhibition,NA,NA,Neuromuscular system,AChE inhibition,OP mediated AChE inhibition,Non-neurotoxic,NA,NA
94417,Chalcone,O=C(C=CC1=CC=CC=C1)C1=CC=CC=C1,3.08,92.9,208.26,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
94361065,Cyproconazole,CC(C1CC1)C(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1,2.9,140,291.77999999999997,Out of domain,Nonpolar narcosis,NA,NA,Sterol biosynthesis inhibition,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
94201351,"1,7-NONADIEN-4-OL,2,4,8-TRIMETHYL, ACETATE",CC(C)=CCCC(C)(CC(C)=C)OC(C)=O,4.3600000000000003,6.17,224.35,Narcosis,Ester narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
941980,1'-Acetonaphthone,CC(=O)C1=CC=CC2=CC=CC=C12,2.85,226,170.21,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
94125345,Prosulfuron,COC1=NC(C)=NC(NC(=O)NS(=O)(=O)C2=C(CCC(F)(F)F)C=CC=C2)=N1,3.56,29,419.38,Narcosis,Nonpolar narcosis,NA,NA,Protein biosynthesis inhibition,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
94111,"2,4-D isopropyl ester",CC(C)OC(=O)COC1=C(Cl)C=C(Cl)C=C1,3.81,37.299999999999997,263.12,Narcosis,Ester narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
94097,Benzocaine,CCOC(=O)C1=CC=C(N)C=C1,1.86,1310,165.19,Narcosis,Ester narcosis,NA,NA,Neuroactive,Non-neurotoxic,Non-neurotoxic,Neuroactive,NA,NA
94051088,"2-[4-(6-chloroquinoxaline-2-yl-oxy)phenoxy]propanoic acid, (2R)-",C[C@@H](OC1=CC=C(OC2=CN=C3C=C(Cl)C=CC3=N2)C=C1)C(O)=O,3.57,0.3,344.76,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
939231,4-Phenylpyridine,C1=CC=C(C=C1)C1=CC=NC=C1,2.59,442,155.19999999999999,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
93914,1-Benzoylacetone,CC(=O)CC(=O)C1=CC=CC=C1,0.61,383,162.19,Narcosis,Reactive diketones,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
93890,Ethyl benzoate,CCOC(=O)C1=CC=CC=C1,2.64,720,150.18,Narcosis,Ester narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
93834,"(9Z)-N,N-Bis(2-hydroxyethyl)octadec-9-enamide",CCCCCCCC\C=C/CCCCCCCC(=O)N(CCO)CCO,5.62,7.5300000000000006E-2,369.59,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
93798,"Butyl (2,4,5-trichlorophenoxy)acetate",CCCCOC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=C1,4.8099999999999996,0.81899999999999995,311.58999999999997,Narcosis,Ester narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
93787,"2,4,5-T-isopropyl",CC(C)OC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=C1,4.46,1.98,297.57,Narcosis,Ester narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
93765,"2,4,5-Trichlorophenoxyacetic acid",OC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=C1,3.31,278,255.49,Narcosis,Nonpolar narcosis,NA,NA,Synthetic Auxin,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
93721,"2-(2,4,5-Trichlorophenoxy)propionic acid",CC(OC1=C(Cl)C=C(Cl)C(Cl)=C1)C(O)=O,3.8,200,269.51,Narcosis,Nonpolar narcosis,NA,NA,Synthetic Auxin,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
937202,"2,4'-Dichloroacetophenone",ClCC(=O)C1=CC=C(Cl)C=C1,2.57,316,189.04,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
93697746,Pyrazosulfuron-ethyl,CCOC(=O)C1=C(N(C)N=C1)S(=O)(=O)NC(=O)NC1=NC(OC)=CC(OC)=N1,1.3,14.5,414.4,Narcosis,Ester narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
93685,N-(2-Methylphenyl)-3-oxobutanamide,CC(=O)CC(=O)NC1=C(C)C=CC=C1,0.85,9110,191.23,Narcosis,Reactive diketones,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
93652,Mecoprop,CC(OC1=C(C)C=C(Cl)C=C1)C(O)=O,3.2,860,214.65,Narcosis,Nonpolar narcosis,NA,NA,Synthetic Auxin,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
935955,"2,3,5,6-Tetrachlorophenol",OC1=C(Cl)C(Cl)=CC(Cl)=C1Cl,3.88,54.9,231.89,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
93516,2-Methoxy-4-methylphenol,COC1=CC(C)=CC=C1O,1.88,2090,138.16999999999999,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
934327,2-Aminobenzimidazole,NC1=NC2=CC=CC=C2N1,0.91,14900,133.15,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
93413695,Venlafaxine,COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1,3.2,312,277.41000000000003,Narcosis,Nonpolar narcosis,NA,NA,Neuroactive,Non-neurotoxic,Non-neurotoxic,Neuroactive,NA,NA
93379545,Esatenolol,CC(C)NC[C@H](O)COC1=CC=C(CC(N)=O)C=C1,0.16,13300,266.33999999999997,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
933788,"2,3,5-Trichlorophenol",OC1=CC(Cl)=CC(Cl)=C1Cl,3.84,90.1,197.45,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
933755,"2,3,6-Trichlorophenol",OC1=C(Cl)C=CC(Cl)=C1Cl,3.77,450,197.45,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
932161,2-Acetyl-1-methylpyrrole,CN1C=CC=C1C(C)=O,1.1100000000000001,11100,123.16,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
931533,Cyclohexyl isocyanide,[C-]#[N+]C1CCCCC1,3.15,NA,109.17,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
93152,Methyleugenol,COC1=CC=C(CC=C)C=C1OC,3.03,500,178.23,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
93106606,Enrofloxacin,CCN1CCN(CC1)C1=CC2=C(C=C1F)C(=O)C(=CN2C1CC1)C(O)=O,0.7,3400,359.4,Out of domain,Nonpolar narcosis,NA,NA,Antibiotic,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
93083,2'-Acetonaphthone,CC(=O)C1=CC2=CC=CC=C2C=C1,2.85,272,170.21,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
93072,"Benzoic acid, 3,4-dimethoxy-",COC1=CC=C(C=C1OC)C(O)=O,1.61,465,182.18,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
93049,2-Methoxynaphthalene,COC1=CC2=C(C=CC=C2)C=C1,3.47,75.900000000000006,158.19999999999999,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
928972,(E)-3-Hexen-1-ol,CC\C=C\CCO,1.61,16000,100.16,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
928961,(Z)-3-Hexen-1-ol,CC\C=C/CCO,1.61,16000,100.16,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
92886,"4,4'-Biphenyldiol",OC1=CC=C(C=C1)C1=CC=C(O)C=C1,2.8,798,186.21,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
92875,Benzidine,NC1=CC=C(C=C1)C1=CC=C(N)C=C1,1.34,322,184.24,Narcosis,Nonpolar narcosis,NA,NA,"Cancerogen, Nucleic acid damage",Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
92842,Phenothiazine,N1C2=CC=CC=C2SC2=C1C=CC=C2,4.1500000000000004,1.59,199.27,Narcosis,Nonpolar narcosis,NA,NA,Neuroactive,Non-neurotoxic,Non-neurotoxic,Neuroactive,NA,NA
92831,9H-Xanthene,C1C2=CC=CC=C2OC2=C1C=CC=C2,4.2300000000000004,1.02,182.22,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
92820,Phenazine,C1=CC2=NC3=CC=CC=C3N=C2C=C1,2.84,16,180.21,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
927742,3-Butyn-1-ol,OCCC#C,7.0000000000000007E-2,382000,70.09,Reactivity,Alkylation / arylation based reactivity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
92706,3-Hydroxy-2-naphthoic acid,OC(=O)C1=CC2=C(C=CC=C2)C=C1O,3.05,474,188.18,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
92693,4-Phenylphenol,OC1=CC=C(C=C1)C1=CC=CC=C1,3.2,56.2,170.21,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
92524,Biphenyl,C1=CC=C(C=C1)C1=CC=CC=C1,4.01,7.48,154.21,Narcosis,Nonpolar narcosis,NA,NA,Lipid metabolism,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
92513,Dicyclohexyl,C1CCC(CC1)C1CCCCC1,5.86,0.183,166.31,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
92488,6-Methyl coumarin,CC1=CC=C2OC(=O)C=CC2=C1,2.06,1190,160.16999999999999,Narcosis,Carbonyl based reactivity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
924414,"1,5-Hexadien-3-ol",OC(CC=C)C=C,1.48,21000,98.15,Reactivity,Alkylation / arylation based reactivity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
92433,"3-Pyrazolidinone,1-phenyl-",O=C1CCN(N1)C1=CC=CC=C1,0.89,11600,162.19,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
92240,Naphthacene,C1=CC2=CC3=CC4=CC=CC=C4C=C3C=C2C=C1,5.76,1.5100000000000001E-3,228.3,Narcosis,Nonpolar narcosis,NA,NA,Nucleic acid damage,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
92068,"1,1':3',1''-Terphenyl",C1=CC=C(C=C1)C1=CC(=CC=C1)C1=CC=CC=C1,5.52,1.51,230.31,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
920661,"1,1,1,3,3,3-Hexafluoro-2-propanol",OC(C(F)(F)F)C(F)(F)F,1.66,7770,168.04,Out of domain,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
92046,2-Chloro-4-phenylphenol,OC1=CC(Cl)=C(C=C1)C1=CC=CC=C1,3.92,70.5,204.66,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
919868,Demeton-S-methyl,CCSCCSP(=O)(OC)OC,1.02,22,230.28,AChE inhibition,OP mediated AChE inhibition,organophosphates,NA,NA,AChE inhibition,OP mediated AChE inhibition,NA,NA,organophosphates
91941,"3,3'-Dichlorobenzidine",NC1=C(Cl)C=C(C=C1)C1=CC(Cl)=C(N)C=C1,3.51,3.1,253.13,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
91883,2-(N-Ethyl-m-toluidino)ethanol,CCN(CCO)C1=CC(C)=CC=C1,2.2400000000000002,685,179.26,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
91769,"6-Phenyl-1,3,5-triazine-2,4-diamine",NC1=NC(=NC(N)=N1)C1=CC=CC=C1,1.36,600,187.21,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
91745527,Alkyl amine hydrochloride,Cl.CCCN,0.48,1000000,59.11,Narcosis,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
91667,"N,N-Diethylaniline",CCN(CC)C1=CC=CC=C1,3.31,140,149.24,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
91656,"N,N-Diethylcyclohexylamine",CCN(CC)C1CCCCC1,3.29,1130,155.29,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
91645,Coumarin,O=C1OC2=C(C=CC=C2)C=C1,1.39,1900,146.15,Narcosis,Carbonyl based reactivity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
91598,2-Naphthylamine,NC1=CC2=C(C=CC=C2)C=C1,2.2799999999999998,189,143.19,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
91587,2-Chloronaphthalene,ClC1=CC=C2C=CC=CC2=C1,3.9,11.7,162.62,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
91576,2-Methylnaphthalene,CC1=CC2=CC=CC=C2C=C1,3.86,24.6,142.19999999999999,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
91532,Ethoxyquin,CCOC1=CC2=C(NC(C)(C)C=C2C)C=C1,3.87,17.5,217.31,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
